Link,Mobile Name,Price,Rating,Comments,Seller Name,Positive Seller Ratings,Ship on Time,Chat Response Rate
https://www.daraz.pk/products/30-8gb-256gb-678-5000mah-i433693961-s2081335017.html?search=1,Infinix Note 30 - 8GB RAM 256GB ROM - 6.78 Display - 5000mAh Battery,"Rs. 48,999",,[],KE traders,88%,80%,100%
https://www.daraz.pk/products/a8-x200-wifi-105-32gb-gb-8mp-7040mah-i431242570-s2060551467.html?search=1,Samsung Galaxy Tab A8 X200 WIFI - 10.5 inches - 3GB RAM 32GB ROM - 8MP Main Camera - 7040mAh Battery,"Rs. 62,000",,[],ALHAMDULILLAH TRADING CO,94%,63%,74%
https://www.daraz.pk/products/30-4gb-64gb-16mp-6000mah-18-i432095802-s2064256391.html?search=1,"Infinix Hot 30 Play , 4GB RAM 64GB ROM , 16MP Main Camera , Fingersensor , 6000mAh Fast charging 18W","Rs. 31,999",5.0,"['good quality mobile recommended', 'Delivered on time.....Sealed dabba pack mobile', 'Same as shown.. honest seller 👍🏻💯 Fast delivery', 'Once we use product then will give you better Answer', 'Same as shown. Very happy with the purchase', 'good and same product im satisfied from daraz', 'Over all good product and fast delivery', 'same as in pictures thank you Daraz', 'Excellent 👍👍👌 Excellent 👌 good 👍👍', 'bht acha mobile h zabardast', '', '', '', '', '', '']",ALHAMDULILLAH TRADING CO,94%,63%,74%
https://www.daraz.pk/products/a-04-3-gb4-gb-32-gb64-gb-5-mp-5-mp-2-mp-li-po-5000-mah-i398161143-s1926544013.html?search=1,"Samsung Galaxy A 04 RAM 3 GB/4 GB RAM 32 GB/64 GB Front Camera 5 MP Back Camera 50 MP + 2 MP Battery Type Li-Po 5000 mAh, non-removable","Rs. 37,500",,[],Sid Sam Communication Khanewal,93%,92%,98%
https://www.daraz.pk/products/x7-pta-10-10-i427622856-s2031782889.html?search=1,vivo X7 OFFICIAL PTA APPROVED SLIGHTLY USED CONDITION 10 BY 10,"Rs. 35,000",,[],Tai Traders,,,
https://www.daraz.pk/products/30-8gb-128gb-50mp-5000mah-i433896885-s2081972561.html?search=1,"Infinix Hot 30 , 8GB RAM 128GB ROM , 50MP Main Camera , Fingerprint , 5000mAh Battery","Rs. 37,999",5.0,['highly satisfied'],Bint e Saeed,87%,18%,96%
https://www.daraz.pk/products/a04-65-v-3gb-32gb-5000-mah-i424302104-s2010621910.html?search=1,Samsung Galaxy A04 - 6.5 Inch FHD Infinity-V Display 3GB RAM 32GB ROM 5000 mAh Battery,"Rs. 37,500",,[],AHM Mobiles,90%,90%,94%
https://www.daraz.pk/products/a54-8-gb-256-gb-32-mp-12-mp-50-mp-5mp-li-po-5000-mah-i432035045-s2061168880.html?search=1,"Samsung Galaxy A54 RAM 8 GB ROM 256 GB Front Camera 32 MP Back Camera 12 MP + 50 MP + 5MP Battery Type Li-Po 5000 mAh, non-removable","Rs. 180,000",5.0,['Very professional and same product recieved which i have ordered. limited in stock but they manage to deliver it the same items which is being ordered. Thanks and really appreciate for your service'],Atta Communication Khanewal,94%,100%,100%
https://www.daraz.pk/products/12gb-s23-512gb-5000-mah-i427534114-s2030870948.html?search=1,SAMSUNG S23 - 12GB RAM 512GB ROM - 5000 mAh Battery,"Rs. 583,000",,[],H.T Communication,96%,73%,100%
https://www.daraz.pk/products/6gb-a54-128gb-5000-mah-i428294146-s2035928881.html?search=1,Samsung Galaxy A54 6GB Ram 128GB Rom - 5000 MAh Battery,"Rs. 157,000",,[],Mobile Arena (Karachi),89%,46%,91%
https://www.daraz.pk/products/y27-6-gb-128-gb-8-mp-50-mp-5000-mah-44w-i430792973-s2054816410.html?search=1,"Vivo Y27 RAM 6 GB ROM 128 GB Front Camera 8 MP Back Camera 50 MP Battery Capacity (Li-Po Non removable), 5000 mAh - Fast battery 44W","Rs. 62,970",,[],S 4 SHOPPING,93%,37%,100%
https://www.daraz.pk/products/50-4gb-64gb-50-mp-5000mah-i432452373-s2064609794.html?search=1,"Realme Narzo 50 , 4GB RAM 64GB ROM , Back Camera 50 MP , Fingerprint , 5000mAh Bary","Rs. 43,999",,[],ALHAMDULILLAH TRADING CO,94%,63%,74%
https://www.daraz.pk/products/4gb-c30-64gb-4-i430538684-s2053278824.html?search=1,"Realme C30 - 6.5"" Inch Display - 4GB RAM - 64GB ROM","Rs. 25,599",,[],Mobile Arena (Karachi),89%,46%,91%
https://www.daraz.pk/products/samsung-galaxy-z-flip4-ram-8gb-ram-256gb-rom-pta-approved-i389417237-s1913675012.html?search=1,Samsung Galaxy Z Flip4 RAM 8GB RAM-256GB ROM PTA APPROVED,"Rs. 332,999",3.0,"['I received the phone seal packed and with a valid warranty. However, the order was delayed, and the colour was not what I ordered.']",Samsung Official,84%,18%,Not enough data
https://www.daraz.pk/products/4gb-a14-128gb-68-5000-mah-i430330068-s2058736148.html?search=1,"Samsung Galaxy A14 4GB Ram 128GB Rom, Display Size 6.8 Inches, 5000 mAh","Rs. 56,999",,[],ALHAMDULILLAH TRADING CO,94%,63%,74%
https://www.daraz.pk/products/a34-5g-8gb-8gb128gb-256-66-mah-i433912463-s2081811576.html?search=1,Samsung A34 5G - 8GB RAM 128GB/256GB ROM - 6.6 Inches - Super AMOLED Display - Dual SIM - 5000mAh Battery,"Rs. 115,999",,[],Mercato trading,91%,87%,100%
https://www.daraz.pk/products/vivo-y22-655-inch-display-4gb-ram-64gb-128gb-rom-i378891321-s1870241714.html?search=1,"Vivo Y22 - 6.55"" Inch Display - 4GB RAM - 64GB / 128GB ROM","Rs. 49,999",5.0,"['good one', 'Veery Good Product']",Shop-Tech (Karachi),85%,79%,Not enough data
https://www.daraz.pk/products/6gb-a14-128gb-5000mah-i422942232-s2001880522.html?search=1,Samsung A14 - 6GB RAM - 128GB ROM - 5000mAh Battery,"Rs. 56,499",5.0,"['Thanks saller and Daraz', 'Quick delivery. Original mobile and working perfectly fine']",Kashif Electronics (Karachi),89%,93%,100%
https://www.daraz.pk/products/4gb-a04s-128gb-50mp-5000mah-i432617521-s2065354930.html?search=1,"Samsung A04s , 4GB RAM 128GB ROM , 50MP Main Camera , Finger Sensor , 5000mAh Fast Charging","Rs. 48,499",,[],Mobile Dot,88%,60%,59%
https://www.daraz.pk/products/30i-4-gb-128-gb-8-mp-13-mp-5000-mah-i430440034-s2051652378.html?search=1,Infinix Hot 30i RAM 4 GB ROM 128 GB Front Camera 8 MP Back Camera 13 MP Dual Camera Battery Type 5000 mAh,"Rs. 38,870",,[],Ali Communication (Khanewal),96%,93%,99%
https://www.daraz.pk/products/c30-4gb-64gb-5000-mah-i433346005-s2077698449.html?search=1,REALME C30 = 4GB RAM 64GB ROM = 5000 mAh Battery,"Rs. 26,299",,[],H.T Communication,96%,73%,100%
https://www.daraz.pk/products/infinix-hot-30-678-inch-display-8gb8gb-ram-128gb-rom-i432774533-s2068356539.html?search=1,"Infinix Hot 30 - 6.78"" Inch Display - 8GB+8GB RAM - 128GB ROM","Rs. 37,499",,[],Shop-Tech (Karachi),85%,79%,Not enough data
https://www.daraz.pk/products/y-16-4-gb-64-gb-5-mp-13-mp-2-mp-5000-mah-i385236091-s1905561521.html?search=1,Vivo Y 16 RAM 4 GB ROM 64 GB Camera Front 5 MP Back 13 MP + 2 MP Battery 5000 mAh,"Rs. 54,990",,[],Sid Sam Communication Khanewal,93%,92%,98%
https://www.daraz.pk/products/3gb-c21-32gb-i404552711-s1949562530.html?search=1,Realme C21 - 3GB RAM - 32GB ROM,"Rs. 34,500",,[],Nafy Shafy,94%,75%,92%
https://www.daraz.pk/products/30-vip-12-gb-ro-256-gb-32-mp-2-mp-2-mp-li-po-108-mah-i433507944-s2081004647.html?search=1,"Infinix Note 30 VIP RAM 12 GB RO 256 GB Front Camera 32 MP Back Camera 108 MP + 2 MP + 2 MP Battery Type Li-Po 5000 mAh, non-removable","Rs. 109,980",,[],S 4 SHOPPING,93%,37%,100%
https://www.daraz.pk/products/9-8gb-128gb-4500-mah-i434159854-s2082748243.html?search=1,REALME 9 PRO PLUS - 8GB RAM 128GB ROM - 4500 mAh Battery,"Rs. 104,999",,[],H.T Communication,96%,73%,100%
https://www.daraz.pk/products/a23-6-gb-128-gb-8-mp-50-mp-5000-i315861701-s1673152555.html?search=1,Samsung Galaxy A23 RAM 6 GB ROM 128 GB Camera Front 8 MP Back 50 MP Battary 5000,"Rs. 83,490",5.0,['nice mobile with excellent service'],Sid Sam Communication Khanewal,93%,92%,98%
https://www.daraz.pk/products/a12-65-48mp-8mp-4gb-128gb-1-mah-i240448980-s1459637184.html?search=1,"Samsung Galaxy A12 - 6.5"" Display - 48MP Main Camera - 8MP Selfie Camera - 4GB RAM - 128GB ROM - 5000 mAh Battery","Rs. 35,000",,[],Sargodha Mall.,96%,100%,Not enough data
https://www.daraz.pk/products/7-3-gb-64-gb-5-mp-13-mp-03-mp-i419485432-s1983963824.html?search=1,Infinix Smart 7 RAM 3 GB ROM 64 GB Front Camera 5 MP Back Camera 13 MP + 0.3 MP,"Rs. 35,000",,[],Atta Communication Khanewal,94%,100%,100%
https://www.daraz.pk/products/samsung-galaxy-a14-66-inch-display-4gb-ram-128gb-rom-i422794302-s2000955952.html?search=1,"Samsung Galaxy A14 - 6.6"" Inch Display - 4GB RAM - 128GB ROM","Rs. 53,499",,[],Shop-Tech (Karachi),85%,79%,Not enough data
https://www.daraz.pk/products/samsung-galaxy-s21-fe-5g-64-inch-display-8gb-ram-i291751924-s1568086027.html?search=1,"Samsung Galaxy S21 FE 5G - 6.4"" Inch Display - 8GB RAM","Rs. 205,999",4.5,"['100% original product. official PTA approved.But no, warranty card provided. Overall, quick service, no complaints.', 'Well packaged and receieved in brand new condition. Seller was courteous and delivery was on time.', 'Owsome mobile thanks daraz😍', ""Very happy to buy from daraz so co-operative thanks a lot daraz for satisfying deliveries and easy and accessable plateforme...... Thank you 😊 Mobile was sealed packed and same as i ordered...... Thanks a lot I'll suggest others to come and buy bcz in my opinion Daraz reliable hai😃🤟"", 'Grt product, and very happy with the way the store coordinated with me on an issue in my order. and grt product recieved and am luking forward to buying again in future from this store. and the product was recieved in very short time eventhough there was weekend in between.', 'No stamp an signature of seller on warranty Card', '100% genuine and reasonable prive', 'perfectly delivered. got what I had ordered', 'Good Seller', 'ordered the phone on the 19th of may ; Got the phone on the 25th, the phone was sealed but the most interesting thing is the first call on the phone is showing 19th May 2023...... how is that Possible?', ""The box was repacked. The seller is a fraud, they sel repacked phones. I have learn't my lesson. Even if it is expensive, always buy from official stores."", '', '', '', '', '', '', '', '', '']",Shop-Tech (Karachi),85%,79%,Not enough data
https://www.daraz.pk/products/5g-a73-8gb-1-gb-i428398646-s2037314556.html?search=1,"Samsung Galaxy A73 5G - 6.7"" Inch Display - 8GB RAM - 256GB ROM","Rs. 199,999",,[],Mobile Arena (Karachi),89%,46%,91%
https://www.daraz.pk/products/tecno-phantom-5-fold-12gb512gb-mediatek-dimensity-90004nm-785-display-5000-mah-android-i436031610-s2094314045.html?search=1,"Tecno Phantom 5 Fold 12GB/512GB - Mediatek Dimensity 9000+(4nm) - 7.85"" Display - 5000 mAh - Android 13","Rs. 329,999",,[],TECNO,94%,100%,Not enough data
https://www.daraz.pk/products/4gb-a14-128gb-5000-mah-i427524831-s2030872534.html?search=1,SAMSUNG A14 - 4GB RAM 128GB ROM - 5000 mAh Battery,"Rs. 57,999",,[],H.T Communication,96%,73%,100%
https://www.daraz.pk/products/4gb-a04s-64gb128gb-65-pls-lcd-5000mah-i425381892-s2014794421.html?search=1,Samsung A04s - 4GB RAM 64GB/128GB ROM - 6.5 Inches - PLS LCD Display - 5000mAh Battery,"Rs. 42,999",,[],Mercato trading,91%,87%,100%
https://www.daraz.pk/products/tecno-phantom-v-flip-8gb-ram-256gb-rom-i436647052-s2101388213.html?search=1,Tecno Phantom V Flip 8GB RAM 256GB ROM,"Rs. 199,999",,[],TECNO MOBILE,89%,90%,42%
https://www.daraz.pk/products/4gb-a04s-64gb-50mp-5000mah-i425807235-s2019351075.html?search=1,"Samsung A04s , 4GB RAM 64GB ROM , 50MP Main Camera , Finger Sensor , 5000mAh Fast Charging","Rs. 39,999",,[],Bint e Saeed,87%,18%,96%
https://www.daraz.pk/products/7-2-gb-2-gb-64-gb-5-mp-8-mp-qvga-5000-mah-i425796740-s2019300748.html?search=1,Tecno Pop 7 RAM 2 GB + 2 GB ROM 64 GB Front Camera 5 MP Back Camera 8 MP + QVGA Battery Type 5000 mAh,"Rs. 26,470",,[],Sid Sam Communication Khanewal,93%,92%,98%
https://www.daraz.pk/products/y27-6-gb-128-gb-8-mp-50-mp-5000-mah-44w-15-29-183-255-i430795899-s2056536091.html?search=1,"Vivo Y27 RAM 6 GB ROM 128 GB Front Camera 8 MP Back Camera 50 MP Battery Capacity (Li-Po Non removable), 5000 mAh - Fast battery 44W wired, 29% in 15 min (advertised), Reverse wired 183 / 255","Rs. 53,999",,[],ALSAEED COMMUNICATION KHANEWAL,95%,70%,97%
https://www.daraz.pk/products/64gb-4gb-y22-50mp-g85-655-mah-i404845874-s1950326285.html?search=1,"vivo Y22 - 4GB - 64GB/128GB - 6.55"" Display - 50MP Main Camera - Helio G85 Processor - 5000mAh Battery","Rs. 52,499",5.0,"['Trusted seller, Highly recommended']",Mercato trading,91%,87%,100%
https://www.daraz.pk/products/12-6-gb-128-gb-8-mp-13-mp-5000-mah-i292087595-s1570202275.html?search=1,Infinix Hot 12 RAM 6 GB ROM 128 GB Camera Front 8 MP Back 13 MP Battery 5000 MAH,"Rs. 44,980",4.8,"['mashallah good service the delivery time is also very good', 'Very fast and well packed shipping by seller, received original product within 24hrs. seller is also good, polite and cooperative. Thank you Daraz, Thank you Seller.', 'Sharing review after a couple of Months; the processing speed is good, I am using it for official purposes. Cellphone is working in excellent condition', 'JazakAllah original phone and everything is perfect thank you so much seller and daraz', 'It wsa perfect in working Highly recommended', 'best bilkol orginl mobile or sael pack tha', 'Very Nice Mobile i Like It 😊', 'mobile is good but charger was not working and no headphone were inside', 'Sharing review after a couple of Months; the processing speed is good, I am using it for official purposes. Cellphone is working in excellent condition', '']",Ali Communication (Khanewal),96%,93%,99%
https://www.daraz.pk/products/v27e-8gb-256gb-662-120hz-i421667371-s1992639495.html?search=1,Vivo V27e - 8GB RAM 256GB ROM - 6.62 Inch Amoled 120hz Display - MediaTek Helio G99 - 4600mAh Battery - 66W Fast Charging,"Rs. 95,999",,[],Kashif Electronics (Karachi),89%,93%,100%
https://www.daraz.pk/products/inifnix-hot-12-6gb-128gb-5000mah-i329483717-s1707308826.html?search=1,INIFNIX HOT 12 || 6GB Ram 128GB Rom || 5000mAh Battery,"Rs. 65,000",4.3,"[""It's awesome product I'm very happy same product nice packaging on time delivery thank you DARAZ and thank you so much SELLER"", 'Seller is not communicating properly which is very bad not responding in proper way any how mobile came in perfect condition same as ordered delivery was very fast giving four star just because of seller communication is not satisfactory product is 100% genuine', 'Thanks daraz delivery bhot jldi hoi time sy phly or product bhot achi hy packaging b bhot umda thi', 'nice products, timely delivered', 'as per order highly satisfied with product . satisfied with delivery service and quality of product.', 'Noo.. not as expected.. result too much dull', 'Good product good experience .', 'good product', 'very strong', 'Same to as shown as online.. but very weak in signal and very slow in net', 'poor delivery communication', '', '', '', '', '', '', '']",MOBILE INN 1655541586,91%,74%,98%
https://www.daraz.pk/products/samsung-galaxy-a32-64-inch-display-6gb-ram-128gb-rom-i214161672-s1422980149.html?search=1,"Samsung Galaxy A32 - 6.4"" Inch Display - 6GB RAM - 128GB ROM","Rs. 87,999",4.3,"['No warranty card no hands free and mobile box is already open this is not the way itni mehngi chz la k b 2 numbria ki ha', 'Box per double seal thi or warrunty check karne pe manufacture date 2022-04-13 a rahi hy puchne pe dealer ke taraf se koi khas responce nahi a raha.', '**Alert Fraud seller** these seller its not recommended because of he making fruad.. items was totally missing in box charger handfree warranty card and also double tapping on seal he already opened item....', 'Product seems OK assuming its pin pack its 3rd time I bought mobile .Daraz must take responsibility for genuine products especially in case of purchase of mobiles Overall experience is good', ""Parcell received on time. but it's bad when open the courier packing, original seal of the mobile box was found broken & back protector was missing in the box."", 'same product as described. Thank you for such a great service.', 'iski battery timing acchi Nahin hai', 'Product is good but packing was already opened and there was no cover with mobile', 'Product is good, no issue so far with the mobile but price is higher than market price', 'Genuine product. Recommended seller.', 'I received on time the product was 💯 original', 'no handfree but everything is good', 'liked the mobile delivery on the time. thank you shop tech.', 'Very good phone and fast works camera quality is very good Samsung laver........ Display quality best', 'on time and genuine', '👌', 'Good', 'Very nice Genuine product thanks Daraz', 'very let delivered', 'genuine product. seller recommended.', 'Nice look and good job', 'Nice beautiful good quality', 'Genuine Product delivered.', 'v good', 'Original product recieved. very well packed and on time delivered. i am a bit confused bcz i have never heard about this warranty company i have recieved BURQUE.', 'there is no warranty card inside double sticker', 'Charger is not orignal handsfree not found in box', 'The Seller sent me used set and wrapped plastic cover to look like it is box sealers. However, both seals of box were broken and handset was used as the earphone and charging were yellowish. The worst thing was the warranty card its was half torn apart and missing information of IMEI and warranty dates. This is a clear cheating and I warn buyers. The credit goes to Daraz and its team for the refund.', 'No warranty card no hands free and mobile box is already open this is not the way itni mehngi chz la k b 2 numbria ki ha', 'Box per double seal thi or warrunty check karne pe manufacture date 2022-04-13 a rahi hy puchne pe dealer ke taraf se koi khas responce nahi a raha.', 'I bought/ordered Samsung Glaxy A32 5G and paid the amount but received Samsung Glaxy A32 4G. Price of A32 5G is 64000 while A32 4G if 58000. I am much disappointed from daraz. I am a regular customer at Daraz. It means they give me low price product and charged high price. WHERE I COULD MAKE COMPLAINT', '**Alert Fraud seller** these seller its not recommended because of he making fruad.. items was totally missing in box charger handfree warranty card and also double tapping on seal he already opened item....', 'company seal of packet was broken mobile phone was repacked by the seller fake stickers were placed on original seal stickers', 'invoice is not provided neither in the parcel nor on email. I have write tos seller 3 days ago but no response received yet', '', '', '', '', '', '', '', '', '', '', '', '']",Shop-Tech (Karachi),85%,79%,Not enough data
https://www.daraz.pk/products/samsung-a54-8gb256gb-android-13-5000-mah-battery-64-display-i432674368-s2125093041.html?search=1,"Samsung A54 - 8GB/256GB - Android 13 - 5000 mAh Battery - 6.4"" Display","Rs. 140,999",,[],Samsung,92%,100%,36%
https://www.daraz.pk/products/12-6gb-1-000-gb-128-mah-i427511456-s2030862188.html?search=1,Infinix hot 12 6gb ram 128gb rom 5000 mah battery 6.82 inch display,"Rs. 40,499",,[],Mobile Arena (Karachi),89%,46%,91%
https://www.daraz.pk/products/50a-4-gb-128-gb-8-mp-50-mp-2-mp-03-mp-5000-mah-i423891727-s2008150507.html?search=1,"Realme Narzo 50A Prime RAM 4 GB ROM 128 GB Front Camera 8 MP Back Camera 50 MP + 2 MP + 0.3 MP Battery Type Li-Po 5000 mAh, non-removable","Rs. 49,999",5.0,['Na adopter mila aur na hi warranty card box main sirf mobile aur cable wire receive huwa hai wese mobile acha hai time se deliver huwa hai'],ALSAEED COMMUNICATION KHANEWAL,95%,70%,97%
https://www.daraz.pk/products/tecno-spark-10c-66-inch-display-4gb-ram-128gb-rom-i424391871-s2010704886.html?search=1,"Tecno Spark 10C - 6.6"" Inch Display - 4GB RAM - 128GB ROM","Rs. 29,990",,[],New All In One,78%,95%,45%
https://www.daraz.pk/products/12-6gb-5gb-128gb-33w-5000-mah-i312874935-s1659880719.html?search=1,"Infinix Note 12 6GB+5GB Extended RAM 128GB ROOM Fast Charging 33W Li-Po 5000 mAh, non-removable AMOLED Display","Rs. 51,980",5.0,"['The seller is strongly recommended, good product with invoice and warranty. Original infinite note 12, 6 128 excellent working, looking good.', 'quick response from the seller, fast service by daraz, awesome packing. fully satisfied. highly recommended this seller.', 'Received on time deliverypa and product is very good packed by the vendor.', 'Real Faster Delivery Nice Packing Original Product', '', '']",Ali Communication (Khanewal),96%,93%,99%
https://www.daraz.pk/products/4g-a24-6-gb-1-gb-13-mp-50-mp-2-mp-2-mp-128-mah-i430676573-s2054144118.html?search=1,"Samsung Galaxy A24 4G RAM 6 GB ROM 128 GB Front Camera 13 MP Back Camera 50 MP + 2 MP + 2 MP Battery Type Li-Po 5000 mAh, non-removable","Rs. 84,990",,[],Sid Sam Communication Khanewal,93%,92%,98%
https://www.daraz.pk/products/50-656-4gb-64gb-i430533982-s2053270963.html?search=1,"Realme Narzo 50 - 6.56"" Inch Display - 4GB RAM - 64GB ROM","Rs. 43,899",,[],Mobile Arena (Karachi),89%,46%,91%
https://www.daraz.pk/products/a04s-4-gb-128-gb-5-mp-50-mp-2-mp-2-mp-2-mp-i425517849-s2015684779.html?search=1,Samsung Galaxy A04s RAM 4 GB ROM 128 GB Front Camera 5 MP Back Camera 50 MP + 2 MP + 2 MP Battery Type 5000 mAh,"Rs. 50,000",,[],Atta Communication Khanewal,94%,100%,100%
https://www.daraz.pk/products/4gb-y02t-64gb-651-ips-lcd-5000mah-i433192115-s2089386095.html?search=1,Vivo Y02T - 4GB RAM 64GB ROM - 6.51 Inches Display - IPS LCD - 5000mAh Battery,"Rs. 38,499",,[],KE traders,88%,80%,100%
https://www.daraz.pk/products/a13-4-gb-64-gb-8-mp-50-5-2-mp-5000-mah-i292027934-s1569770046.html?search=1,Samsung Galaxy A13 RAM 4 GB ROM 64 GB Camera Fornt 8 MP Back 50 +5 +2 MP Battery 5000 mah,"Rs. 64,999",5.0,[],Sid Sam Communication Khanewal,93%,92%,98%
https://www.daraz.pk/products/8gb-5g-a54-8gb128gb-256-64-mah-i424265988-s2010251062.html?search=1,Samsung A54 5G - 8GB RAM 128GB/256GB ROM - 6.4 Inches - Super AMOLED Display - 5000mAh Battery,"Rs. 146,999",,[],Kashif Electronics (Karachi),89%,93%,100%
https://www.daraz.pk/products/20-8gb-10-gb-108mp-60-mp-ois-g99-fhd-45w-i363562098-s1814625329.html?search=1,"Infinix Zero 20 8GB RAM 256GB ROM 108MP Ultra Resolution Rear + 60 MP OIS Front Camera MediaTek Helio G99 Processor 6.7""FHD+ AMOLED Display 45W Super Fast Charge","Rs. 99,999",,[],AHM Mobiles,90%,90%,94%
https://www.daraz.pk/products/z-4-5g-12gb-256gb-76-4400-mah-25w-15w-i421755485-s1994284396.html?search=1,"Samsung Galaxy Z Fold 4 ( 5G ) 12GB Ram 256GB Rom, Display Size 7.6 Inches,Battery Capacity 4400 mAh, Super-Fast Charging 25W Wireless Charging 15W","Rs. 415,000",,[],Bint e Saeed,87%,18%,96%
https://www.daraz.pk/products/5-lte-2gb-32gb-pta-1-i256616271-s1473438731.html?search=1,Tecno Pop 5 LTE - 2GB RAM - 32GB ROM - PTA Approved -1 Year Warranty,"Rs. 23,000",,[],Sargodha Mall.,96%,100%,Not enough data
https://www.daraz.pk/products/a34-6-gb-128-gb-13-mp-48-mp-8-mp-5-mp-5000-mah-i430990998-s2055772632.html?search=1,"Samsung Galaxy A34 RAM 6 GB ROM 128 GB Front Camera 13 MP Back Camera 48 MP + 8 MP + 5 MP Battery Type Li-Po Non removable, 5000 mAh","Rs. 139,000",,[],Ali Communication (Khanewal),96%,93%,99%
https://www.daraz.pk/products/5g-a54-8-gb-128-gb-32-mp-12-mp-50-mp-5-mp-5000-mah-i431621756-s2057801123.html?search=1,"Samsung Galaxy A54 5G RAM 8 GB ROM 128 GB Front Camera 32 MP Back Camera 12 MP + 50 MP + 5 MP Battery Type Li-Po 5000 mAh, non-removable","Rs. 170,500",,[],Sid Sam Communication Khanewal,93%,92%,98%
https://www.daraz.pk/products/4gb-a04s-64gb128gb-65-pls-lcd-5000mah-i425389393-s2014798752.html?search=1,Samsung A04s - 4GB RAM 64GB/128GB ROM - 6.5 Inches - PLS LCD Display - 5000mAh Battery,"Rs. 41,499",5.0,['behtreen phone timely deliver'],Kashif Electronics (Karachi),89%,93%,100%
https://www.daraz.pk/products/6gb-a14-128gb-50mp-5000mah-i432595789-s2065321308.html?search=1,"Samsung Galaxy A14 , 6GB RAM 128GB ROM , 50MP Main Camera , Fingerprint , 5000mAh Battery","Rs. 59,999",,[],Mobile Dot,88%,60%,59%
https://www.daraz.pk/products/samsung-fold-4-12gb256gb-i421203572-s1988626250.html?search=1,Samsung FOLD 4 12GB+256GB,"Rs. 369,999",4.7,"['Jb tk mobile hath nei aya sans ata hua tha.. But unboxing k bad tasali hui.. 11.11 sale me lia hia. Bilkul new aur original hia... Even k imei num tk same hia.... Weldone.... 👍', 'dots hain do or na message ka reply de rahe hain 1 star😡😡', 'really happy with purchase and same day delivery in karachi', 'satsfied with purchase, arrived on time', 'arrived on time, seller very helpful', 'the camera is just too good', 'Excellent', 'great camera', 'AWESOME PHONE!!!', 'dots hain do or na message ka reply de rahe hain 1 star😡😡', '', '', '', '']",Samsung,92%,100%,36%
https://www.daraz.pk/products/50a-4-gb-64-gb-8-mp-50-mp-2-mp-03-mp-5000-mah-i423895446-s2008168150.html?search=1,"Realme Narzo 50A Prime RAM 4 GB ROM 64 GB Front Camera 8 MP Back Camera 50 MP + 2 MP + 0.3 MP Battery Type Li-Po 5000 mAh, non-removable","Rs. 41,999",,[],Atta Communication Khanewal,94%,100%,100%
https://www.daraz.pk/products/samsung-a34-8gb256gb-66-inches-display-android-13-5000mah-battery-i433327714-s2125087779.html?search=1,Samsung A34 - 8GB/256GB - 6.6 inches Display - Android 13 - 5000mAh Battery,"Rs. 114,999",,[],Samsung,92%,100%,36%
https://www.daraz.pk/products/30-8gb-256gb-108mp-5000mah-i428906412-s2045841922.html?search=1,"Infinix Note 30 Pro , 8GB RAM 256GB ROM , 108MP Main Camera , Fingerprint , 5000mAh Fast Charging","Rs. 69,999",5.0,['Quality is Good 👍 I like the product Receive On time Receive Before Delivery time'],Bint e Saeed,87%,18%,96%
https://www.daraz.pk/products/4gb-c35-128gb-66-ips-lcd-5000mah-i433190157-s2075712088.html?search=1,Realme C35 - 4GB RAM 128GB ROM - 6.6 Inches Display - IPS LCD - 5000mAh Battery,"Rs. 42,499",,[],KE traders,88%,80%,100%
https://www.daraz.pk/products/y73-8gb-128gb-67-64-mp-16-mp-16-mah-33w-i425308629-s2014626259.html?search=1,Vivo Y73 || 8GB Ram 128GB Rom || 6.44 AMOLED Display || 64 MP Back 16 MP Front Camera || 4000 mAh-Fast charging 33W,"Rs. 94,999",,[],BIN SAEED 1593461556,91%,100%,Not enough data
https://www.daraz.pk/products/a04-air-4gb-64gb-5000mah-pta-i399410407-s1930608383.html?search=1,Samsung Galaxy A04 || 4GB Ram 64GB Rom || 5000mAh Battery || PTA APPROVED,"Rs. 42,499",5.0,"['it is good .but colour black. but seller asked me about colour so its ok.v. fast service.', '', '']",MOBILE INN 1655541586,91%,74%,98%
https://www.daraz.pk/products/6gb-a14-128gb-50mp-5000mah-i432890075-s2069888862.html?search=1,"Samsung Galaxy A14 , 6GB RAM 128GB ROM , 50MP Main Camera , Fingerprint , 5000mAh Battery","Rs. 57,617",,[],AL HAMDULILLAH TRADING,94%,28%,73%
https://www.daraz.pk/products/realme-c11-ram-4gb-rom-64gb-battery-5000mah-unisoc-sc9863a-box-pack-1-year-warranty-i346463282-s1868283134.html?search=1,Realme C11 Ram 4GB + Rom 64GB Battery 5000mah - Unisoc SC9863A - Box Pack 1 Year Warranty,"Rs. 45,000",5.0,['Got my product on time. Good experience'],Faizzy Tech,93%,100%,Not enough data
https://www.daraz.pk/products/7-66-4gb-64gb-5000mah-i432938962-s2070449653.html?search=1,Infinix Smart 7 - 6.6'' Inch Display 4GB RAM 64GB ROM 5000mAh Battery,"Rs. 31,950",5.0,['I am very happy delivery very fast 100℅ original phone thank you very much'],Jumbo tech 1619438372,99%,100%,100%
https://www.daraz.pk/products/9i-6gb-1-000-gb-128-mah-i270813091-s1484268017.html?search=1,Realme 9i || 6GB Ram 128GB Rom || 5000mAh Battery,"Rs. 72,999",,[],BIN SAEED 1593461556,91%,100%,Not enough data
